x,t,L
56,2,1500
39,2,1200
30,2,1500
57,2,1500
55,2,900
62,2,900
63,2,900
60,2,900
56,2,900
56,2,1500
45,2,1500
40,2,900
40,2,900
49,2,1500
40,2,900
54,2,900
57,2,900
57,2,900
53,2,900
58,2,900
50,2,900
36,2,900
46,2,1500
58,2,900
40,2,900
63,2,900
30,2,900
39,2,900
40,2,900
41,2,900
41,2,900
48,2,1500
34,2,900
43,2,900
48,2,1500
54,2,900
33,2,900
22,2,900
52,2,900
55,2,1500
36,2,900
58,2,1500
49,2,900
64,2,1500
59,2,900
33,2,900
58,2,1500
50,2,900
47,2,1500
64,2,900
46,2,1800
22,2,1500
20,2,1500
49,2,1500
44,2,1200
48,2,2250
58,2,900
27,2,1800
36,2,2100
54,2,1500
44,2,1800
65,2,900
45,2,1500
49,2,900
39,2,1500
43,2,1500
41,2,900
56,2,900
25,2,900
43,2,900
48,2,900
57,2,900
59,2,900
33,2,1200
58,2,1200
62,2,1500
41,2,1500
28,2,1500
55,2,1200
59,2,1500
48,2,1500
35,2,1500
46,2,1200
43,2,900
34,2,1800
56,2,1500
53,2,1200
54,2,1500
58,2,900
48,2,1500
47,2,900
30,2,1200
64,2,900
43,2,1050
33,2,2100
31,2,1200
33,2,1500
50,2,900
49,2,1200
64,2,900
41,2,1500
23,2,1800
32,2,1500
53,2,1350
63,2,1200
51,2,3600
61,2,1200
61,2,1500
15,2,1500
68,2,1500
47,2,1200
61,2,1200
44,2,1200
57,2,1200
68,2,1200
58,2,1200
46,2,1350
69,2,1200
57,2,1200
55,2,1500
63,2,1200
56,2,1200
64,2,750
69,2,1200
49,2,1950
69,2,1500
64,2,1500
56,2,1200
45,2,1500
62,2,1200
62,2,600
49,2,900
41,2,1500
65,2,900
55,2,1500
29,2,1200
48,2,1500
60,2,1200
18,2,1500
42,2,2100
28,2,1200
58,2,900
46,2,1200
58,2,1500
34,2,1500
55,2,1500
60,2,1500
40,2,1200
43,2,1200
36,2,1500
52,2,1200
26,2,1500
48,2,1200
9,2,4200
50,2,1500
31,2,1200
50,2,1800
51,2,1950
45,2,1800
34,2,1500
40,2,1500
49,2,900
35,2,1800
32,2,1500
56,2,1200
24,2,1050
55,2,1500
44,2,1800
27,2,2100
37,2,1500
3,2,1500
43,2,1500
46,2,900
27,2,3000
66,2,1200
62,2,1200
43,2,1500
48,2,1500
33,2,1500
66,2,1200
59,2,1200
43,2,1500
67,2,1650
57,2,1200
65,2,1200
49,2,1200
49,2,1200
58,2,1500
41,2,1500
62,2,900
56,2,900
49,2,1500
62,2,1500
63,2,1200
69,2,1200
51,2,1200
56,2,1500
55,2,1050
61,2,1200
67,2,1200
49,2,1200
49,2,1200
47,2,1500
53,2,1200
66,2,1500
68,2,1200
64,2,1050
67,2,1200
65,2,1200
59,2,1500
60,2,1500
64,2,1050
63,2,1500
44,2,1500
34,2,1500
48,2,900
52,2,1200
27,2,1500
59,2,1050
36,2,1800
51,2,1500
34,2,1500
46,2,1500
30,2,1200
60,2,900
51,2,1500
61,2,900
42,2,900
41,2,1500
48,2,1200
56,2,1200
58,2,1200
58,2,1200
35,2,1200
36,2,1200
55,2,1500
54,2,1200
55,2,1500
47,2,1200
47,2,1500
53,2,600
44,2,1200
59,2,1200
20,2,1500
48,2,1500
23,2,1350
72,2,900
32,2,1350
48,2,1500
57,2,1200
40,2,1350
26,2,2400
37,2,2400
55,2,1500
40,2,1500
47,2,1500
57,2,600
49,2,1500
47,3,1500
51,2,2400
57,2,1500
51,2,1500
57,2,600
48,2,1500
64,2,1500
63,2,1500
46,2,1350
45,2,1200
35,2,2250
56,2,900
52,2,900
56,2,1200
43,2,1500
31,2,1200
55,2,900
39,2,900
61,2,900
41,2,900
63,2,900
50,2,900
44,2,900
44,2,900
44,2,900
39,2,900
65,2,900
32,2,1500
61,2,900
64,2,1500
58,2,1500
48,2,1500
56,2,900
63,2,900
45,2,900
56,2,900
43,2,900
63,2,900
63,2,900
56,2,900
63,2,900
65,2,900
48,2,900
35,2,1800
56,2,1500
23,2,1500
45,2,1500
43,2,1500
41,2,1500
59,2,450
36,2,1500
50,2,1500
50,2,1500
49,2,1500
13,2,1500
50,2,1500
53,2,1500
41,2,1500
27,2,1500
56,2,1500
57,2,1200
43,2,1800
74,2,1200
45,2,1500
35,2,1500
25,2,3000
54,2,1500
35,2,1500
45,2,2400
42,2,1500
44,2,1500
54,2,1500
50,2,1500
62,2,1500
31,2,1500
35,2,1500
54,2,1500
40,2,900
59,2,900
33,2,900
47,2,900
59,2,900
41,2,1500
49,2,1500
32,2,1500
32,2,1500
52,2,1500
30,2,1500
50,2,1500
44,2,1500
56,2,1500
60,2,1500
64,2,1500
50,2,1500
58,2,1500
52,2,1500
37,2,1500
50,2,1500
30,2,1800
25,2,1500
21,2,1200
56,2,900
59,2,1500
7,2,1500
47,2,1200
31,2,1200
19,2,4200
46,2,1500
44,2,1200
16,2,1500
56,2,600
47,2,1200
45,2,1200
42,2,1500
25,2,1500
49,2,1800
8,2,1500
27,2,1500
30,2,1800
57,2,1500
32,2,1500
32,2,1800
46,2,1800
49,2,600
52,2,1500
43,2,1200
24,2,1500
27,2,1500
30,2,1500
52,2,2100
58,2,750
25,2,1200
52,2,1500
27,2,1050
51,2,1200
49,2,1800
34,2,1500
53,2,1500
52,2,1200
45,2,1500
32,2,1500
57,2,1050
49,2,1500
1,2,1500
44,2,1200
51,2,1500
40,2,1500
12,2,1500
49,2,1500
37,2,1500
43,2,1200
51,2,1500
49,2,1500
51,2,1500
30,2,1500
49,2,600
45,2,1500
55,2,1050
50,2,1500
53,2,900
70,2,900
28,2,1500
59,2,1500
32,2,1500
25,2,1050
55,2,1500
41,2,1500
45,2,1500
54,2,1800
60,2,1200
50,2,1500
28,2,1500
54,2,1500
9,2,1500
55,2,1500
22,2,900
56,2,1500
54,2,1500
59,2,1500
55,2,1050
56,2,900
49,2,1200
38,2,1500
47,2,1500
59,2,1500
53,2,1500
57,2,1500
44,2,1200
57,2,1200
50,2,1200
52,2,1500
46,2,1500
53,2,1500
51,2,1500
26,2,1500
41,2,1050
26,2,1500
55,2,1200
52,2,1500
55,2,1500
37,2,1500
41,2,1500
47,2,1500
47,2,1500
47,2,1500
48,2,1500
25,2,1200
51,2,1200
43,2,1500
18,2,1500
34,2,1200
58,2,1500
36,2,1050
54,2,1500
55,2,1500
48,2,1500
42,2,1500
60,2,750
54,2,1500
40,2,1500
35,2,1500
48,2,1500
50,2,1500
48,2,1500
43,2,2100
57,2,1500
41,2,1050
34,2,1500
53,2,1800
56,2,1500
47,2,1500
47,2,1500
55,2,1050
53,2,1800
50,2,1500
33,2,1500
31,2,1800
53,2,1200
44,2,1050
52,2,1500
36,2,1500
53,2,3000
11,2,1500
46,2,1500
45,2,1500
44,2,1500
23,2,1500
47,2,1500
24,2,1500
44,2,1500
49,2,1200
43,2,1500
47,2,1500
55,2,1200
57,2,1500
43,2,900
60,2,1500
58,2,1200
33,2,1800
51,2,1200
46,2,1500
57,2,1500
29,2,1500
29,2,1500
54,2,1050
42,2,1200
51,2,1200
55,2,1200
42,2,900
55,2,1050
22,2,900
43,2,900
16,2,3000
49,2,900
13,2,1800
8,2,1800
57,2,900
31,2,1500
24,2,1500
52,2,1500
26,2,1500
28,2,1500
41,2,1200
51,2,1200
48,2,1500
30,2,1500
48,2,1200
16,2,1500
29,2,1500
48,2,1800
48,2,1200
58,2,1500
39,2,1200
24,2,1500
45,2,1800
33,2,1500
48,2,1500
31,2,2550
17,2,1500
52,2,1500
51,2,1500
55,2,1500
53,2,1500
43,2,1500
19,2,1500
54,2,1500
48,2,1500
58,2,1500
44,2,1500
19,2,1500
51,2,750
44,2,1500
38,2,1200
45,2,900
41,2,1500
19,2,1500
44,2,1500
44,2,1500
44,2,1500
49,2,1500
56,2,1500
43,2,1500
22,2,1500
45,2,1500
35,2,1500
40,2,1500
45,2,1500
62,2,1500
47,2,1500
54,2,1500
37,2,1500
53,2,1500
25,2,1500
40,2,1500
50,2,1500
39,2,1500
55,2,900
49,2,1500
45,2,1500
29,2,1500
48,2,1500
54,2,1500
45,2,1500
26,2,1500
52,2,900
54,2,1500
55,2,1800
43,2,1500
55,2,1200
55,2,600
59,2,900
49,2,1200
31,2,1050
40,2,1500
54,2,900
42,2,1500
35,2,900
50,2,900
28,2,1500
49,2,1500
57,2,900
48,2,1500
49,2,1500
35,2,1500
55,2,1200
32,2,1500
47,2,900
46,2,900
20,2,2100
42,2,900
29,2,1500
27,2,1500
46,2,1500
40,2,900
45,2,1200
49,2,1500
42,2,1500
41,2,1500
54,2,1050
49,2,1500
29,2,1500
48,2,1500
31,2,1200
57,2,900
38,2,1500
34,2,2100
52,2,900
35,2,1500
49,2,900
43,2,900
50,2,900
55,2,900
53,2,900
59,2,900
55,2,900
44,2,900
45,2,900
44,2,900
51,2,900
44,2,900
47,2,900
50,2,900
43,2,1200
57,2,1200
58,2,1200
48,2,900
41,2,900
50,2,900
41,2,1200
48,2,900
33,2,1200
60,2,1200
57,2,1200
54,2,1200
56,2,1200
56,2,1200
57,2,1200
27,2,1200
53,2,1200
55,2,900
52,2,1200
40,2,1200
51,2,900
48,2,900
51,2,1200
43,2,900
43,2,900
45,2,1200
50,2,1500
41,2,1500
49,2,1200
37,2,1500
58,2,1200
60,2,1500
35,2,1500
67,2,600
53,2,1500
58,2,1200
56,2,1200
39,2,1800
53,2,1500
46,2,2100
52,2,1500
61,2,1200
41,2,1200
47,2,1500
57,2,750
36,2,2700
43,2,1200
46,2,1500
57,2,600
29,2,1500
53,2,1200
46,2,1200
43,2,1200
53,2,1200
50,2,2100
61,2,1500
31,2,1500
62,2,900
49,2,1500
51,2,1800
49,2,1800
52,2,1500
65,2,600
52,2,1050
33,2,1200
49,2,900
49,2,1500
53,2,1500
39,2,1500
21,2,1200
58,2,1200
62,2,1500
61,2,1200
46,2,1200
61,2,1500
56,2,1800
61,2,1200
55,2,1500
51,2,1200
59,2,1200
66,2,1500
29,2,1200
51,2,600
44,2,1500
44,2,1200
46,2,1500
49,2,1200
57,2,900
30,2,1200
54,2,1500
45,2,1500
53,2,900
71,2,1200
69,2,1800
65,2,1200
55,2,1350
52,2,1200
63,2,1200
57,2,1500
41,2,1500
42,2,1200
51,2,900
62,2,1200
45,2,1500
43,2,1500
10,2,1500
28,2,1500
40,2,1200
51,2,1500
52,2,1500
53,2,1200
30,2,1500
33,2,1500
36,2,3000
41,2,1500
16,2,1500
49,2,1500
50,2,1200
52,2,1200
15,2,1500
55,2,900
47,2,1500
44,2,1500
49,2,1500
41,2,1500
41,2,1200
44,2,1500
16,2,1500
46,2,1200
42,2,900
55,2,900
59,2,900
34,2,900
64,2,900
62,2,900
52,2,900
65,2,900
58,2,1500
36,2,900
54,2,900
61,2,1500
46,2,1500
46,2,1500
50,2,900
42,2,900
56,2,900
59,2,900
55,2,900
41,2,900
48,2,900
32,2,900
41,2,900
54,2,900
47,2,900
49,2,900
9,2,1500
30,2,1500
1,2,1500
37,2,1800
29,2,1500
38,2,1500
40,2,1500
56,2,1200
55,2,1200
59,2,2100
36,2,1800
58,2,1500
27,2,2400
41,2,1500
47,2,1050
42,2,2100
26,2,1500
47,2,1200
34,2,1500
52,2,900
31,2,900
29,2,1800
34,2,1500
47,2,1500
54,2,1500
44,2,1500
58,2,1500
55,2,1500
43,2,1500
51,2,1500
26,2,1500
55,2,1500
44,2,1500
50,2,1200
48,2,1200
52,2,1500
47,2,1500
57,2,1500
58,2,1200
45,2,900
55,2,1050
34,2,1500
55,2,1200
57,2,1800
54,2,1200
53,2,1500
45,2,1500
43,2,1500
40,2,900
48,2,1800
1,2,1500
6,2,1500
36,2,1800
44,2,1500
43,2,600
18,2,1500
32,2,1500
52,2,1500
20,2,1500
17,2,1500
58,2,1200
55,2,1050
26,2,1500
45,2,1500
51,2,1200
29,2,1500
35,2,1800
32,2,1500
22,2,1500
28,2,1500
44,2,1500
45,2,1500
42,2,1500
56,2,1500
42,2,1500
44,2,1500
19,2,1500
39,2,1500
51,2,1500
41,2,1500
31,2,1500
28,2,1500
51,2,1500
50,2,1500
40,2,1500
14,2,2400
62,2,150
35,2,1500
47,2,1500
53,2,1500
60,2,1500
43,2,1500
57,2,1050
43,2,1500
52,2,1500
11,2,1500
58,2,900
39,2,1500
37,2,1200
19,2,1500
53,2,1500
6,2,1200
50,2,1200
29,2,1500
28,2,1500
52,2,1500
45,2,1500
43,2,1500
49,2,1800
3,2,1500
43,2,1500
47,2,1500
51,2,600
46,2,1200
48,2,1500
43,2,1500
54,2,1500
43,2,900
23,2,1800
59,2,900
33,2,1500
43,2,900
46,2,1500
51,2,900
45,2,900
47,2,900
29,2,1500
42,2,900
55,2,900
42,2,1500
54,2,900
47,2,900
56,2,900
47,2,900
54,2,900
48,2,900
22,2,2100
54,2,1350
27,2,1500
33,2,1500
47,2,1500
41,2,1500
60,2,1500
3,2,1500
56,2,1200
59,2,2100
38,2,1200
48,2,1200
19,2,1200
42,2,900
54,2,1200
54,2,1200
29,2,1500
50,2,1800
22,2,1500
46,2,1500
51,2,1050
40,2,1200
44,2,2100
58,2,1050
47,2,1200
34,2,1200
51,2,1800
55,2,1500
62,2,1500
53,2,900
45,2,300
47,2,600
54,2,1500
60,2,1200
55,2,1200
28,2,1800
42,2,1500
33,2,1800
32,2,1500
54,2,900
56,2,1500
57,2,1500
45,2,1200
45,2,1650
50,2,1200
59,2,1200
60,2,1500
53,2,1050
24,2,2100
19,2,1050
43,2,900
57,2,1500
44,2,1500
55,2,900
40,2,900
51,2,1500
52,2,1200
47,2,900
49,2,1500
34,2,1200
41,2,1500
52,2,900
53,2,1500
41,2,900
40,2,1800
50,2,900
46,2,900
30,2,1500
51,2,900
41,2,1200
60,2,900
48,2,600
54,2,900
54,2,1200
57,2,1200
45,2,1200
30,2,3600
50,2,1500
44,2,1500
47,2,1500
49,2,1500
52,2,1500
35,2,1200
50,2,1500
59,2,900
42,2,1200
57,2,1200
64,2,900
39,2,2100
48,2,1200
40,2,3000
54,2,1200
60,2,1500
1,2,1200
34,2,1500
30,2,1050
4,2,1800
49,2,1200
49,2,1200
45,2,1200
48,2,1200
51,2,1500
49,2,1200
22,2,1500
51,2,1200
47,2,1500
57,2,1200
55,2,1500
28,2,1200
14,2,3000
51,2,1200
34,2,2100
53,2,1500
43,2,1500
36,2,1200
41,2,1500
45,2,1500
18,2,2100
60,2,1200
26,2,1500
49,2,1500
30,2,1800
50,2,1500
52,2,1500
52,2,1200
58,2,1500
48,2,1500
59,2,1500
56,2,900
18,2,1500
56,2,1500
57,2,1200
60,2,1500
60,2,900
58,2,1200
52,2,1500
23,2,1200
14,2,1500
56,2,1500
52,2,1200
50,2,1500
35,2,1950
43,2,750
50,2,1500
13,2,1500
52,2,1200
47,2,1200
46,2,1200
54,2,1200
54,2,1500
8,2,1500
50,2,1200
44,2,1500
31,2,1950
51,2,1500
49,2,1200
52,2,1500
42,2,1200
37,2,1500
46,2,1500
50,2,1200
44,2,1200
50,2,1500
56,2,2100
58,2,1500
52,2,2100
53,2,1500
55,2,1500
51,2,2100
46,2,1500
46,2,1500
32,2,1500
60,2,1200
59,2,2100
39,2,1500
26,2,1500
54,2,1800
27,2,1500
22,2,1500
41,2,1500
57,2,900
41,2,900
36,2,1500
54,2,1200
26,2,1200
56,2,1050
35,2,1200
41,2,900
49,2,1500
40,2,3000
52,2,1500
46,2,900
43,2,1200
44,2,1500
56,2,2250
51,2,900
47,2,1500
56,2,900
60,2,1200
48,2,900
51,2,1200
51,2,1500
34,2,2100
53,2,900
58,2,900
24,2,3000
40,2,2100
49,2,900
45,2,1500
55,2,1200
52,2,1500
20,2,1500
52,2,1200
56,2,1200
54,2,1200
56,2,1500
55,2,1800
37,2,1200
53,2,1200
20,2,1500
58,2,1200
42,2,1200
41,2,150
43,2,1200
51,2,1500
46,2,1500
15,2,1500
17,2,1500
37,2,1200
52,2,1500
41,2,1500
55,2,1200
60,2,1500
43,2,1500
13,2,1500
35,2,1200
18,2,1500
48,2,1200
48,2,1500
41,2,1500
55,2,1200
43,2,1500
42,2,1050
33,2,1200
24,2,1500
39,2,1800
17,2,1500
47,2,1500
55,2,1200
59,2,1500
59,2,1200
37,2,1500
53,2,1200
46,2,1500
29,2,1800
57,2,1200
56,2,1200
32,2,1500
43,2,1200
55,2,1200
50,2,1200
54,2,600
34,2,1800
51,2,1800
25,2,1500
49,2,1500
60,2,1500
39,2,1500
55,2,1200
38,2,1500
47,2,1200
56,2,1200
49,2,1200
8,2,1500
51,2,1200
41,2,1500
47,2,1500
32,2,1500
32,2,1500
2,2,1500
48,2,1500
38,2,1500
29,2,1500
22,2,1500
37,2,900
48,2,900
30,2,1800
58,2,1200
42,2,1200
48,2,1200
14,2,1500
47,2,1500
41,2,1500
47,2,1200
25,2,2100
11,2,1500
53,2,1200
41,2,1200
27,2,2100
52,2,1200
40,2,1500
57,2,1500
45,2,1200
19,2,1500
36,2,1500
47,2,1500
54,2,1500
49,2,1500
56,2,1500
57,2,1500
45,2,1500
58,2,1500
35,2,1500
51,2,1200
34,2,1500
39,2,1500
53,2,1500
48,2,1200
45,2,1200
21,2,1500
49,2,1500
56,2,1500
46,2,1500
47,2,1500
47,2,1500
52,2,1500
56,2,1500
30,2,1500
28,2,1800
55,2,1200
46,2,1500
51,2,1500
55,2,1200
24,2,1500
45,2,1500
55,2,1500
60,2,1200
43,2,1200
47,2,1500
59,2,1200
44,2,1500
59,2,1500
28,2,1500
56,2,1200
56,2,1200
54,2,1200
46,2,1500
45,2,1500
54,2,1200
48,2,1500
54,2,1200
51,2,1200
40,2,1500
36,2,1500
26,2,1500
40,2,1500
45,2,1500
60,2,1200
60,2,1950
58,2,1200
32,2,1500
49,2,1800
54,2,1500
49,2,1800
52,2,1500
47,2,1500
44,2,1800
54,2,1050
54,2,1500
57,2,1500
60,2,1050
43,2,900
58,2,1500
43,2,1200
42,2,1500
54,2,1200
29,2,1500
43,2,1200
41,2,1500
32,2,1500
47,2,2100
53,2,1500
47,2,1500
51,2,1800
49,2,1200
6,2,2100
44,2,1500
40,2,1500
56,2,1500
36,2,1500
59,2,1200
9,2,2100
58,2,1500
56,2,1500
26,2,1500
43,2,1800
28,2,1500
44,2,1800
17,2,1200
45,2,1500
19,2,1500
53,2,1500
44,2,1500
39,2,1500
50,2,1500
52,2,1500
58,2,1500
33,2,1500
52,2,1200
50,2,900
36,2,1500
22,2,1500
49,2,1200
53,2,1500
46,2,1200
51,2,1500
53,2,600
2,2,1500
2,2,1500
42,2,1500
42,2,1500
20,2,1500
37,2,1200
30,2,1500
12,2,1500
7,2,1500
34,2,1500
17,2,1500
37,2,1500
51,2,1500
59,2,1500
56,2,1500
29,2,2550
49,2,900
46,2,900
59,2,1950
41,2,450
15,2,1050
12,2,1500
41,2,1200
44,2,1200
48,2,1500
57,2,1500
40,2,1500
51,2,4200
53,2,1200
40,2,1500
48,2,1500
53,2,1200
29,2,1200
44,2,1200
33,2,1200
26,2,1500
50,2,900
48,2,1500
51,2,1500
45,2,1200
49,2,1500
33,2,1200
47,2,1200
40,2,1200
58,2,1200
49,2,1200
32,2,1050
59,2,900
47,2,900
51,2,900
56,2,900
44,2,900
51,2,900
58,2,900
39,2,1500
42,2,900
55,2,900
32,2,1500
60,2,900
53,2,900
45,2,900
51,2,1500
40,2,1500
43,2,1500
43,2,1500
54,2,900
45,2,900
60,2,1200
53,2,1500
46,2,1500
27,2,1500
42,2,1500
53,2,1500
42,2,1500
27,2,1500
25,2,1500
56,2,900
59,2,900
33,2,1500
55,2,1500
33,2,1500
30,2,1800
46,2,1200
59,2,1200
53,2,1050
41,2,2100
47,2,1500
62,2,1200
62,2,600
69,2,750
13,2,1800
35,2,1500
41,2,600
42,2,1500
60,2,1200
63,2,1500
52,2,1200
20,2,1500
42,2,1200
26,2,2100
28,2,2100
33,2,1500
53,2,1050
66,2,900
62,2,900
50,2,1200
49,2,1200
46,2,1500
23,2,1500
42,2,1500
32,2,1500
58,2,900
45,2,1200
40,2,1500
37,2,1500
45,2,1500
55,2,900
56,2,1500
42,2,1500
54,2,1200
56,2,1200
57,2,1500
55,2,1500
42,2,1200
42,2,1200
42,2,1500
20,2,1200
62,2,1200
55,2,1800
46,2,1200
52,2,2100
46,2,1500
65,2,1200
53,2,1500
46,2,1500
52,2,1200
42,2,1200
39,2,1200
56,2,1200
34,2,1050
31,2,1500
33,2,1500
42,2,1500
43,2,1200
34,2,1200
41,2,1500
18,2,1500
26,2,1200
35,2,1200
42,2,1500
41,2,900
54,2,1500
48,2,900
61,2,900
43,2,900
50,2,1500
41,2,900
40,2,900
52,2,900
48,2,1500
54,2,900
48,2,900
56,2,900
47,2,900
33,2,1500
35,2,1500
43,2,1500
44,2,900
49,2,900
59,2,900
55,2,1500
58,2,900
47,2,900
59,2,900
52,2,900
48,2,1200
63,2,900
41,2,900
44,2,900
52,2,900
50,2,1200
57,2,900
51,2,900
49,2,900
55,2,1500
54,2,1200
59,2,900
57,2,1200
54,2,1050
15,2,1500
61,2,1500
57,2,1200
50,2,900
59,2,900
32,2,2100
46,2,1500
45,2,1050
55,2,1500
41,2,900
39,2,1500
39,2,2100
65,2,900
45,2,900
43,2,1800
59,2,1500
56,2,3000
56,2,1500
55,2,900
56,2,900
52,2,900
34,2,900
36,2,900
48,2,900
43,2,1200
37,2,1500
42,2,900
63,2,900
64,2,900
43,2,900
53,2,1800
45,2,1500
54,2,900
25,2,1800
52,2,900
49,2,1800
49,2,900
52,2,900
49,2,900
54,2,900
50,2,1500
50,2,900
7,2,1500
52,2,900
56,2,900
43,2,900
56,2,900
46,2,1200
53,2,900
49,2,900
40,2,1200
41,2,900
34,2,1500
48,2,900
51,2,750
47,2,900
56,2,750
56,2,1500
44,2,900
25,2,1350
26,2,1500
65,2,900
40,2,900
59,2,450
48,2,900
52,2,900
50,2,900
44,2,900
38,2,1500
44,2,900
54,2,900
57,2,900
54,2,1200
40,2,900
54,2,900
60,2,900
44,2,900
47,2,900
44,2,900
50,2,900
60,2,1500
44,2,1500
45,2,900
55,2,1200
47,2,900
44,2,900
37,2,1500
60,2,900
51,2,900
57,2,900
38,2,1500
38,2,1800
9,2,4200
11,2,4200
62,2,900
36,2,900
58,2,1500
48,2,900
53,2,1500
46,2,1200
51,2,900
59,2,900
49,2,900
50,2,1500
25,2,1500
46,2,1500
47,2,1500
51,2,1500
61,2,900
48,2,1500
57,2,1500
58,2,1500
42,2,1500
27,2,1500
60,2,900
44,2,1500
61,2,900
48,2,1200
30,2,2100
43,2,1500
1,2,1500
51,2,1500
60,2,1200
54,2,1500
39,2,1500
63,2,1200
47,2,2100
50,2,1500
68,2,1200
62,2,1500
46,2,1500
62,2,1200
68,2,1200
62,2,1500
54,2,1500
58,2,1200
39,2,1500
27,2,900
14,2,1800
45,2,1800
60,2,1200
48,2,2100
51,2,2100
39,2,1500
59,2,1200
75,2,1050
64,2,1500
49,2,1200
55,2,900
52,2,1200
47,2,1500
41,2,1500
44,2,1500
40,2,1500
48,2,1200
48,2,1200
47,2,1200
53,2,1500
51,2,900
30,2,1500
47,2,1800
49,2,1200
52,2,1200
52,2,1200
48,2,1500
23,2,1500
52,2,1500
55,2,1200
57,2,1200
61,2,1500
39,2,1500
41,2,1500
52,2,600
39,2,1500
40,2,1500
28,2,1500
28,2,1500
32,2,1500
35,2,1500
47,2,1200
30,2,2100
29,2,2100
29,2,2100
47,2,1200
43,2,1200
46,2,1200
60,2,750
37,2,1500
7,2,3000
47,2,2400
41,2,2400
36,2,1200
43,2,1200
57,2,750
59,2,900
60,2,1500
36,2,1500
44,2,1500
41,2,1500
54,2,1200
45,2,1200
47,2,1500
27,2,1500
51,2,1050
45,2,1050
48,2,1500
33,2,1500
17,2,1500
53,2,1500
38,2,2100
21,2,1500
34,2,1200
44,2,1500
32,2,1500
32,2,1200
46,2,1200
22,2,2100
52,2,1500
46,2,1800
22,2,1500
44,2,1200
53,2,1800
43,2,1200
60,2,1050
56,2,1050
53,2,1500
44,2,1200
52,2,900
45,2,1200
52,2,1050
55,2,1050
37,2,1200
45,2,1050
28,2,1500
48,2,1050
43,2,1050
47,2,1050
55,2,1050
59,2,1050
42,2,1050
39,2,1050
53,2,1200
49,2,1200
43,2,1200
58,2,1500
55,2,1350
49,2,1350
26,2,1500
4,2,4200
1,2,4200
34,2,1500
36,2,2700
45,2,1200
52,2,600
47,2,1500
52,2,1500
54,2,1500
48,2,1500
43,2,1800
55,2,1200
7,2,1800
28,2,1200
35,2,1500
34,2,1500
47,2,1200
45,2,1500
46,2,1500
45,2,1500
41,2,1500
40,2,1500
60,2,1500
28,2,1500
42,2,900
59,2,1200
5,2,1500
42,2,1500
56,2,1950
52,2,1800
45,2,1500
44,2,1950
45,2,1800
35,2,900
43,2,1500
48,2,1200
55,2,1500
50,2,1200
24,2,1500
68,2,1200
55,2,1200
47,2,1200
51,2,1200
53,2,1500
44,2,900
48,2,1500
22,2,2100
59,2,1500
25,2,2100
56,2,1200
53,2,750
47,2,900
46,2,900
52,2,1200
21,2,1500
35,2,1200
43,2,900
28,2,1500
56,2,1200
50,2,1200
47,2,1500
18,2,1200
61,2,900
46,2,1200
47,2,900
40,2,1500
58,2,900
56,2,900
18,2,1500
21,2,1800
43,2,1500
49,2,1500
63,2,900
62,2,900
54,2,1800
41,2,1500
63,2,900
26,2,1500
59,2,1500
39,2,1500
61,2,900
61,2,900
61,2,900
61,2,900
57,2,1200
41,2,1200
56,2,1500
53,2,1500
59,2,1500
35,2,1500
60,2,1500
46,2,600
54,2,1200
50,2,1200
21,2,2100
39,2,1500
7,2,1500
53,2,300
49,2,1500
60,2,1200
56,2,1500
45,2,1500
35,2,1500
35,2,2100
47,2,1050
60,2,900
54,2,1800
42,2,1200
56,2,900
48,2,1050
59,2,900
32,2,1050
57,2,1200
22,2,1500
57,2,1200
30,2,3000
60,2,900
21,2,900
20,2,900
7,2,1500
6,2,1500
59,2,1050
39,2,1500
48,2,900
37,2,900
28,2,2400
50,2,1800
37,2,1200
57,2,1200
51,2,900
51,2,1800
59,2,600
38,2,1500
42,2,1200
62,2,450
35,2,1500
50,2,600
59,2,1800
50,2,1500
60,2,1050
64,2,1200
43,2,1500
31,2,1500
56,2,1200
56,2,1200
45,2,1200
39,2,1500
37,2,1500
52,2,1500
53,2,1500
27,2,600
44,2,1200
49,2,900
49,2,1500
46,2,1500
41,2,1200
7,2,1500
44,2,1500
42,2,1500
44,2,1200
50,2,1200
57,2,1200
23,2,1350
50,2,1500
52,2,1500
45,2,1500
46,2,1200
40,2,1200
30,2,1200
56,2,1500
42,2,1500
37,2,1200
22,2,1500
56,2,1500
56,2,1500
51,2,1500
69,2,1500
51,2,1200
55,2,1500
40,2,1200
33,2,900
58,2,1500
43,2,1500
47,2,1200
61,2,1200
53,2,1200
40,2,1200
50,2,1200
27,2,1500
52,2,1500
48,2,1200
60,2,1200
48,2,1200
42,2,1200
33,2,1200
53,2,1200
40,2,1500
46,2,1200
51,2,1500
34,2,1800
49,2,1200
59,2,1800
56,2,1200
39,2,1200
46,2,1500
63,2,1200
51,2,1500
43,2,1500
40,2,1500
42,2,3000
59,2,900
45,2,1500
44,2,1500
46,2,900
49,2,1500
57,2,1500
40,2,1500
55,2,1500
58,2,450
48,2,1500
56,2,900
49,2,1500
51,2,1050
50,2,1500
54,2,3000
44,2,3000
51,2,1200
50,2,1200
9,2,1500
20,2,1500
64,2,900
55,2,1500
25,2,1500
31,2,3000
61,2,900
57,2,1500
45,2,1950
56,2,900
40,2,3000
26,2,1200
41,2,900
64,2,900
48,2,900
39,2,1500
65,2,900
21,2,1500
52,2,900
29,2,1200
56,2,1500
44,2,1500
61,2,900
41,2,2400
49,2,1500
47,2,1650
